geography_desc,year_desc,category,commodity_desc,amount,unit_desc
Anhui,2004,Total population,total population,64610,Thousands
Anhui,2004,Total value of ag output ,Total,1644.4,100 million yuan
Anhui,2004,Tuber production,tubers,1563.7,1000 tons
Anhui,2004,Tuber sown area,tubers,357.7,1000 hectares
Anhui,2004,Value of crop output,farming (nongye),842,100 million yuan
Anhui,2004,Value of fisheries output ,fisheries,146.9,100 million yuan
Anhui,2004,Value of forestry output ,forestry,71.9,100 million yuan
Anhui,2004,Value of livestock output ,livestock,540.8,100 million yuan
Anhui         ,2004,Vegetable & melons sown area,vegetables,649.7,1000 hectares
Anhui,2004,Wheat production,wheat,7901,1000 tons
Anhui,2004,Wheat sown area,wheat,2059.9,1000 hectares
Anhui,2003,Apple production,apples,221,1000 tons
Anhui,2003,Aquatic product production,Aquatic products,165,"10,000 tons"
Anhui,2003,Corn production,corn,2606,1000 tons
Anhui,2003,Corn sown area,corn,627.4,1000 hectares
Anhui,2003,Cotton production,cotton,241,1000 tons
Anhui,2003,Cotton sown area,cotton,390,1000 hectares
Anhui,2003,Egg production,Egg production,1198,1000 tons
Anhui,2003,Fruit orchard area,orchards,100.5,1000 hectares
Anhui,2003,Goat inventory,Goats,1047,"10,000 head"
Anhui,2003,Grain production,total grain,22148,1000 tons
Anhui,2003,Grain sown area,total grain,6157.2,1000 hectares
Anhui,2003,Grape production,grapes,162,1000 tons
Anhui,2003,Hog inventory,Hog Inventory,20193,1000 head
Anhui,2003,Hog slaughter,Hog slaughter,20193,1000 head
Anhui,2003,Meat production,Meat Production,3296,1000 tons
Anhui,2003,Milk production,Milk production,90,1000 tons
Anhui,2003,Peanut production,peanuts,694,1000 tons
Anhui,2003,Peanut sown area,peanut,273,1000 hectares
Anhui,2003,Pear production,pears,583,1000 tons
Anhui,2003,Pork production,Pork production,2097,1000 tons
Anhui,2003,Rapeseed production,rapeseed,1529,1000 tons
Anhui,2003,Rapeseed sown area,rapeseed,1014.5,1000 hectares
Anhui,2003,Rice production,rice,9637,1000 tons
Anhui,2003,Rice sown area,rice,1972.4,1000 hectares
Anhui,2003,Sheep inventory,Sheep,2.9,"10,000 head"
Anhui,2003,Sown area: All crops,total sown area,9124.7,1000 hectares
Anhui,2003,Soybean sown area,soybeans,855.2,1000 hectares
Anhui,2003,Soybeans production,soybeans,999,1000 tons
Anhui,2003,Total population,total population,64100,Thousands
Anhui,2003,Total value of ag output,total,1264.5,100 million yuan
Anhui,2003,Tuber production,tubers,1481,1000 tons
Anhui,2003,Tuber sown area,tubers,437.7,1000 hectares
Anhui,2003,Value of crop output,farming (nongye),617.9,100 million yuan
Anhui,2003,Value of fisheries output,fisheries,129.7,100 million yuan
Anhui,2003,Value of forestry output,forestry,73.4,100 million yuan
Anhui,2003,Value of livestock output,livestock,443.5,100 million yuan
Anhui,2003,Vegetable & melons sown area,vegetables,654.9,1000 hectares
Anhui,2003,Wheat production,wheat,6428,1000 tons
Anhui,2003,Wheat sown area,wheat,2012,1000 hectares
Anhui,2002,Apple production,apples,297,1000 tons
Anhui,2002,Aquatic product production,Aquatic products,163,"10,000 tons"
Anhui,2002,Cattle & buffalo inventory,Cattle & buffalo,583,"10,000 head"
Anhui,2002,Corn production,corn,3568,1000 tons
Anhui,2002,Corn sown area,corn,651.4,1000 hectares
Anhui,2002,Cotton production,cotton,337,1000 tons
Anhui,2002,Cotton sown area,cotton,321.2,1000 hectares
Anhui,2002,Egg production,Egg production,1153,1000 tons
Anhui,2002,Fruit orchard area,orchards,93.8,1000 hectares
Anhui,2002,Goat inventory,Goats,945.8,"10,000 head"
Anhui,2002,Grain production,total grain,27650,1000 tons
Anhui,2002,Grain sown area,total grain,1630.2,1000 hectares
Anhui,2002,Grape production,grapes,100,1000 tons
Anhui,2002,Hog inventory,Hog Inventory,19954,1000 head
Anhui,2002,Hog slaughter,Hog slaughter,24539,1000 head
Anhui,2002,Meat production,Meat Production,3170,1000 tons
Anhui,2002,Milk production,Milk production,74,1000 tons
Anhui,2002,Peanut production,peanuts,1129,1000 tons
Anhui,2002,Peanut sown area,peanut,284.6,1000 hectares
Anhui,2002,Pear production,pears,767,1000 tons
Anhui,2002,Pork production,Pork production,2012,1000 tons
Anhui,2002,Rapeseed production,rapeseed,1522,1000 tons
Anhui,2002,Rapeseed sown area,rapeseed,1002.3,1000 hectares
Anhui,2002,Rice production,rice,13275,1000 tons
Anhui,2002,Rice sown area,rice,2044.1,1000 hectares
Anhui,2002,Sheep inventory,Sheep,2.8,"10,000 head"
Anhui,2002,Sown area: All crops,total sown area,8997.6,1000 hectares
Anhui,2002,Soybean sown area,soybeans,747.4,1000 hectares
Anhui,2002,Soybeans production,soybeans,1394,1000 tons
Anhui,2002,Total population,total population,62783,Thousands
Anhui,2002,Total value of ag output,total,1305.6,100 million yuan
Anhui,2002,Tuber production,tubers,1853,1000 tons
Anhui,2002,Tuber sown area,tubers,393.7,1000 hectares
Anhui,2002,Value of crop output,farming (nongye),712.4,100 million yuan
Anhui,2002,Value of fisheries output,fisheries,132.2,100 million yuan
Anhui,2002,Value of forestry output,forestry,69.3,100 million yuan
Anhui,2002,Value of livestock output,livestock,391.7,100 million yuan
Anhui,2002,Vegetable & melons sown area,vegetables,600.3,1000 hectares
Anhui,2002,Wheat production,wheat,6837,1000 tons
Anhui,2002,Wheat sown area,wheat,2056.9,1000 hectares
Anhui,2001,Apple production,apples,259.68,1000 tons
Anhui,2001,Aquatic product production,Aquatic products,159.9418,"10,000 tons"
Anhui,2001,Cattle & buffalo inventory,Cattle & buffalo,528.42,"10,000 head"
Anhui,2001,Corn production,corn,2799.175,1000 tons
Anhui,2001,Corn sown area,corn,589.3,1000 hectares
Anhui,2001,Cotton production,cotton,357,1000 tons
Anhui,2001,Cotton sown area,cotton,363,1000 hectares
Anhui,2001,Egg production,Egg production,1127.183,1000 tons
Anhui,2001,Fruit orchard area,orchards,95.07,1000 hectares
Anhui,2001,Goat inventory,Goats,718.678815172987,"10,000 head"
Anhui,2001,Grain production,total grain,25003,1000 tons
Anhui,2001,Grain sown area,total grain,5841.73,1000 hectares
Anhui,2001,Grape production,grapes,76.062,1000 tons
Anhui,2001,Hog inventory,Hog Inventory,19105.9,1000 head
Anhui,2001,Hog slaughter,Hog slaughter,24080.4,1000 head
Anhui,2001,Meat production,Meat Production,3067.4872,1000 tons
Anhui,2001,Milk production,Milk production,55.075,1000 tons
Anhui,2001,Peanut production,peanuts,1039,1000 tons
Anhui,2001,Peanut sown area,peanut,300.62,1000 hectares
Anhui,2001,Pear production,pears,672.389,1000 tons
Anhui,2001,Pork production,Pork production,1998.6732,1000 tons
Anhui,2001,Rapeseed production,rapeseed,1778,1000 tons
Anhui,2001,Rapeseed sown area,rapeseed,952.66,1000 hectares
Anhui,2001,Rice production,rice,11743.5022,1000 tons
Anhui,2001,Rice sown area,rice,1950.1,1000 hectares
Anhui,2001,Sheep inventory,Sheep,2.17118482701318,"10,000 head"
Anhui,2001,Sown area: All crops,total sown area,8733.1,1000 hectares
Anhui,2001,Soybean sown area,soybeans,679.7,1000 hectares
Anhui,2001,Soybeans production,soybeans,894,1000 tons
Anhui,2001,Total population,total population,63280,Thousands
Anhui,2001,Total value of ag output,total,1258.059,100 million yuan
Anhui,2001,Tuber production,tubers,1471,1000 tons
Anhui,2001,Tuber sown area,tubers,390.67,1000 hectares
Anhui,2001,Value of crop output,farming (nongye),687.9654,100 million yuan
Anhui,2001,Value of fisheries output,fisheries,132.2968,100 million yuan
Anhui,2001,Value of forestry output,forestry,66.2077,100 million yuan
Anhui,2001,Value of livestock output,livestock,371.5891,100 million yuan
Anhui,2001,Vegetable & melons sown area,vegetables,564.33,1000 hectares
Anhui,2001,Wheat production,wheat,7419.2196,1000 tons
Anhui,2001,Wheat sown area,wheat,1961.2,1000 hectares
Anhui,2000,Apple production,apples,302.04,1000 tons
Anhui,2000,Aquatic product production,Aquatic products,159.8002,"10,000 tons"
Anhui,2000,Cattle & buffalo inventory,Cattle & buffalo,552.95,"10,000 head"
Anhui,2000,City population,city population,9959,Thousands
Anhui,2000,Corn production,corn,2190.14566,1000 tons
Anhui,2000,Corn sown area,corn,485.9,1000 hectares
Anhui,2000,Cotton production,cotton,274,1000 tons
Anhui,2000,Cotton sown area,cotton,308.4,1000 hectares
Anhui,2000,Egg production,Egg production,1074,1000 tons
Anhui,2000,Fruit orchard area,orchards,90.89,1000 hectares
Anhui,2000,Goat inventory,Goats,792.52,"10,000 head"
Anhui,2000,Grain production,total grain,24721,1000 tons
Anhui,2000,Grain sown area,total grain,6183.8,1000 hectares
Anhui,2000,Grape production,grapes,56.156,1000 tons
Anhui,2000,Hog inventory,Hog Inventory,18584,1000 head
Anhui,2000,Hog slaughter,Hog slaughter,22268,1000 head
Anhui,2000,Meat production,Meat Production,2978.49,1000 tons
Anhui,2000,Milk production,Milk production,41.194,1000 tons
Anhui,2000,Peanut production,peanuts,1112,1000 tons
Anhui,2000,Peanut sown area,peanut,333.97,1000 hectares
Anhui,2000,Pear production,pears,616.192,1000 tons
Anhui,2000,Pork production,Pork production,1848.244,1000 tons
Anhui,2000,Rapeseed production,rapeseed,1568,1000 tons
Anhui,2000,Rapeseed sown area,rapeseed,964.67,1000 hectares
Anhui,2000,Rice production,rice,12216.8554,1000 tons
Anhui,2000,Rice sown area,rice,2236.7,1000 hectares
Anhui,2000,Rural population,rural population,42148,Thousands
Anhui,2000,Sheep inventory,Sheep,2.43,"10,000 head"
Anhui,2000,Sown area: All crops,total sown area,9005.8,1000 hectares
Anhui,2000,Soybean sown area,soybeans,682.2,1000 hectares
Anhui,2000,Soybeans production,soybeans,915,1000 tons
Anhui,2000,Total population,total population,59860,Thousands
Anhui,2000,Total value of ag output,total,1219.95,100 million yuan
Anhui,2000,Town population,town population,8556,Thousands
Anhui,2000,Tuber production,tubers,1940,1000 tons
Anhui,2000,Tuber sown area,tubers,468.133333333333,1000 hectares
Anhui,2000,Value of crop output,farming (nongye),675.27,100 million yuan
Anhui,2000,Value of fisheries output,fisheries,131.28,100 million yuan
Anhui,2000,Value of forestry output,forestry,64.02,100 million yuan
Anhui,2000,Value of livestock output,livestock,349.38,100 million yuan
Anhui,2000,Vegetable & melons sown area,vegetables,539.68,1000 hectares
Anhui,2000,Wheat production,wheat,7071,1000 tons
Anhui,2000,Wheat sown area,wheat,2126.4,1000 hectares
Anhui,1999,Aquatic product production,Aquatic products,153.8627,"10,000 tons"
Anhui,1999,Cattle & buffalo inventory,Cattle & buffalo,595.19,"10,000 head"
Anhui,1999,Corn production,corn,2133.1675,1000 tons
Anhui,1999,Corn sown area,corn,588.46,1000 hectares
Anhui,1999,Cotton production,cotton,195,1000 tons
Anhui,1999,Cotton sown area,cotton,303.2,1000 hectares
Anhui,1999,Egg production,Egg production,1023.725,1000 tons
Anhui,1999,Fruit orchard area,orchards,82.22,1000 hectares
Anhui,1999,Goat inventory,Goats,715.95,"10,000 head"
Anhui,1999,Grain production,total grain,27712,1000 tons
Anhui,1999,Grain sown area,total grain,5934.85,1000 hectares
Anhui,1999,Hog inventory,Hog Inventory,17733.1,1000 head
Anhui,1999,Hog slaughter,Hog slaughter,23161.1,1000 head
Anhui,1999,Meat production,Meat Production,2986.48,1000 tons
Anhui,1999,Milk production,Milk production,35.707,1000 tons
Anhui,1999,Peanut production,peanuts,1025.916,1000 tons
Anhui,1999,Peanut sown area,peanut,274.99,1000 hectares
Anhui,1999,Pork production,Pork production,1924.597,1000 tons
Anhui,1999,Rapeseed production,rapeseed,1522.841,1000 tons
Anhui,1999,Rapeseed sown area,rapeseed,931.52,1000 hectares
Anhui,1999,Rice production,rice,13006.6633,1000 tons
Anhui,1999,Rice sown area,rice,2145.5,1000 hectares
Anhui,1999,Sheep inventory,Sheep,2.26,"10,000 head"
Anhui,1999,Sown area: All crops,total sown area,8582.1,1000 hectares
Anhui,1999,Soybean sown area,soybeans,478.9,1000 hectares
Anhui,1999,Soybeans production,soybeans,1005,1000 tons
Anhui,1999,Total population,total population,60795,Thousands
Anhui,1999,Total value of ag output,total,1234.32,100 million yuan
Anhui,1999,Tuber production,tubers,2310,1000 tons
Anhui,1999,Tuber sown area,tubers,502.12,1000 hectares
Anhui,1999,Value of crop output,farming (nongye),706.8,100 million yuan
Anhui,1999,Value of fisheries output,fisheries,126.58,100 million yuan
Anhui,1999,Value of forestry output,forestry,60.88,100 million yuan
Anhui,1999,Value of livestock output,livestock,340.06,100 million yuan
Anhui,1999,Vegetable & melons sown area,vegetables,491.59,1000 hectares
Anhui,1999,Wheat production,wheat,8525,1000 tons
Anhui,1999,Wheat sown area,wheat,2057.08,1000 hectares
Anhui,1998,Aquatic product production,Aquatic products,146,"10,000 tons"
Anhui,1998,Cattle & buffalo inventory,Cattle & buffalo,637.9,"10,000 head"
Anhui,1998,Corn production,corn,2265,1000 tons
Anhui,1998,Corn sown area,corn,570.3,1000 hectares
Anhui,1998,Cotton production,cotton,290,1000 tons
Anhui,1998,Cotton sown area,cotton,395.5,1000 hectares
Anhui,1998,Egg production,Egg production,947,1000 tons
Anhui,1998,Grain production,total grain,25910,1000 tons
Anhui,1998,Grain sown area,total grain,5991,1000 hectares
Anhui,1998,Hog inventory,Hog Inventory,18091,1000 head
Anhui,1998,Hog slaughter,Hog slaughter,22396,1000 head
Anhui,1998,Meat production,Meat Production,2880,1000 tons
Anhui,1998,Milk production,Milk production,30,1000 tons
Anhui,1998,Peanut production,peanuts,822,1000 tons
Anhui,1998,Peanut sown area,peanut,238,1000 hectares
Anhui,1998,Pork production,Pork production,1837,1000 tons
Anhui,1998,Rapeseed production,rapeseed,824,1000 tons
Anhui,1998,Rapeseed sown area,rapeseed,872.1,1000 hectares
Anhui,1998,Rice production,rice,13902,1000 tons
Anhui,1998,Rice sown area,rice,2158.3,1000 hectares
Anhui,1998,Sown area: All crops,total sown area,8564.2,1000 hectares
Anhui,1998,Soybean sown area,soybeans,494.3,1000 hectares
Anhui,1998,Soybeans production,soybeans,891,1000 tons
Anhui,1998,Total population,total population,62445,Thousands
Anhui,1998,Tuber production,tubers,2128,1000 tons
Anhui,1998,Tuber sown area,tubers,485.4,1000 hectares
Anhui,1998,Wheat production,wheat,5987.51,1000 tons
Anhui,1998,Wheat sown area,wheat,2095,1000 hectares
Anhui,1997,Corn production,corn,2291,1000 tons
Anhui,1997,Corn sown area,corn,512.2,1000 hectares
Anhui,1997,Cotton production,cotton,301,1000 tons
Anhui,1997,Cotton sown area,cotton,399.4,1000 hectares
Anhui,1997,Egg production,Egg production,872,1000 tons
Anhui,1997,Grain production,total grain,28027,1000 tons
Anhui,1997,Grain sown area,total grain,6030.6,1000 hectares
Anhui,1997,Hog inventory,Hog Inventory,15294,1000 head
Anhui,1997,Hog slaughter,Hog slaughter,18353,1000 head
Anhui,1997,Milk production,Milk production,28,1000 tons
Anhui,1997,Peanut production,peanuts,536.3,1000 tons
Anhui,1997,Peanut sown area,peanut,186.3,1000 hectares
Anhui,1997,Pork production,Pork production,1586,1000 tons
Anhui,1997,Rapeseed production,rapeseed,1396.734,1000 tons
Anhui,1997,Rapeseed sown area,rapeseed,839.3,1000 hectares
Anhui,1997,Rice production,rice,12902,1000 tons
Anhui,1997,Rice sown area,rice,2212.1,1000 hectares
Anhui,1997,Sown area: All crops,total sown area,8488.9,1000 hectares
Anhui,1997,Soybean sown area,soybeans,518,1000 hectares
Anhui,1997,Soybeans production,soybeans,865,1000 tons
Anhui,1997,Total population,total population,61092.17,Thousands
Anhui,1997,Tuber production,tubers,2122,1000 tons
Anhui,1997,Tuber sown area,tubers,468.6,1000 hectares
Anhui,1997,Wheat production,wheat,9412,1000 tons
Anhui,1997,Wheat sown area,wheat,2137.6,1000 hectares
Anhui,1996,Corn production,corn,2641,1000 tons
Anhui,1996,Corn sown area,corn,614.8,1000 hectares
Anhui,1996,Cotton production,cotton,270,1000 tons
Anhui,1996,Cotton sown area,cotton,413.7,1000 hectares
Anhui,1996,Cultivated land area (revised in 1996),Cultivated area,5971.7,1000 hectares
Anhui,1996,Egg production,Egg production,669,1000 tons
Anhui,1996,Grain production,total grain,26741,1000 tons
Anhui,1996,Grain sown area,total grain,6029,1000 hectares
Anhui,1996,Hog inventory,Hog Inventory,16817,1000 head
Anhui,1996,Hog slaughter,Hog slaughter,18977,1000 head
Anhui,1996,Milk production,Milk production,27,1000 tons
Anhui,1996,Peanut production,peanuts,492.169,1000 tons
Anhui,1996,Peanut sown area,peanut,165.9,1000 hectares
Anhui,1996,Pork production,Pork production,1575.454,1000 tons
Anhui,1996,Rapeseed production,rapeseed,1189.811,1000 tons
Anhui,1996,Rapeseed sown area,rapeseed,851.1,1000 hectares
Anhui,1996,Rice production,rice,13274,1000 tons
Anhui,1996,Rice sown area,rice,2238.5,1000 hectares
Anhui,1996,Sown area: All crops,total sown area,8361.5,1000 hectares
Anhui,1996,Soybean sown area,soybeans,397.7,1000 hectares
Anhui,1996,Soybeans production,soybeans,553,1000 tons
Anhui,1996,Total population,total population,60700,Thousands
Anhui,1996,Tuber production,tubers,2359,1000 tons
Anhui,1996,Tuber sown area,tubers,507.9,1000 hectares
Anhui,1996,Wheat production,wheat,7483,1000 tons
Anhui,1996,Wheat sown area,wheat,2065.8,1000 hectares
Anhui,1995,Corn production,corn,2719,1000 tons
Anhui,1995,Corn sown area,corn,552.4,1000 hectares
Anhui,1995,Cotton production,cotton,301.2,1000 tons
Anhui,1995,Cotton sown area,cotton,443.2,1000 hectares
Anhui,1995,Egg production,Egg production,512.376,1000 tons
Anhui,1995,Grain production,total grain,25807,1000 tons
Anhui,1995,Grain sown area,total grain,5852.5,1000 hectares
Anhui,1995,Hog inventory,Hog Inventory,15656,1000 head
Anhui,1995,Hog slaughter,Hog slaughter,16746,1000 head
Anhui,1995,Milk production,Milk production,24.891,1000 tons
Anhui,1995,Peanut production,peanuts,427.6,1000 tons
Anhui,1995,Peanut sown area,peanut,181.5,1000 hectares
Anhui,1995,Pork production,Pork production,1367.103,1000 tons
Anhui,1995,Rapeseed production,rapeseed,1416.022,1000 tons
Anhui,1995,Rapeseed sown area,rapeseed,991.1,1000 hectares
Anhui,1995,Rice production,rice,12699,1000 tons
Anhui,1995,Rice sown area,rice,2156.1,1000 hectares
Anhui,1995,Sown area: All crops,total sown area,8354.2,1000 hectares
Anhui,1995,Soybean sown area,soybeans,441.4,1000 hectares
Anhui,1995,Soybeans production,soybeans,643,1000 tons
